state,condition,year,current_cost,lower_bound,upper_bound
TX,pulmonary,2018,43294.62927,31364.18773,55225.0708
TX,depression,2018,49645.07241,37722.68671,61567.45812
TX,diabetes,2018,44266.17757,32346.64525,56185.70988
TX,hyperlip,2018,81747.50831,69826.95097,93668.06565
TX,hypertension,2018,38833.61752,26901.65249,50765.58254
TX,ischemia,2018,127342.4989,115416.5315,139268.4663
TX,arthritis,2018,31434.24802,19484.18048,43384.31556
TX,psychotic,2018,48523.62441,36595.23527,60452.01354
TX,stroke,2018,103202.6869,91260.57593,115144.7979
UT,atrial_fib,2018,33104.24546,21349.22017,44859.27075
UT,chronic_kidney,2018,28901.78876,17144.14081,40659.43671
UT,pulmonary,2018,36171.22477,24408.2252,47934.22435
UT,depression,2018,20970.27231,9216.985798,32723.55881
UT,diabetes,2018,26191.97717,14441.88836,37942.06598
UT,hyperlip,2018,29971.26005,18201.05804,41741.46207
UT,ischemia,2018,94662.12711,82902.72794,106421.5263
UT,stroke,2018,47316.38312,35509.5742,59123.19204
VA,atrial_fib,2018,45618.93584,33790.18408,57447.6876
VA,asthma,2018,25939.3644,14106.98524,37771.74357
VA,chronic_kidney,2018,33416.84499,21588.2164,45245.47357
VA,pulmonary,2018,26101.33445,14275.73691,37926.93198
VA,depression,2018,27066.11426,15244.85885,38887.36967
VA,diabetes,2018,30320.3269,18498.05423,42142.59956
VA,hyperlip,2018,54452.50995,42623.6466,66281.37331
VA,hypertension,2018,26539.27497,14708.76791,38369.78203
VA,ischemia,2018,100178.6889,88345.17592,112012.2019
VA,arthritis,2018,34711.06311,22862.34926,46559.77696
VA,psychotic,2018,30087.3296,18254.75714,41919.90206
VA,stroke,2018,76508.25661,64657.79445,88358.71877
VT,atrial_fib,2018,25636.96947,13880.73731,37393.20164
VT,asthma,2018,17363.73017,5603.921887,29123.53846
VT,chronic_kidney,2018,29962.40639,18208.00683,41716.80595
VT,pulmonary,2018,19828.88725,8075.852987,31581.92152
VT,depression,2018,20162.15851,8410.382834,31913.93418
VT,diabetes,2018,21565.73715,9817.512261,33313.96204
VT,ischemia,2018,64260.70511,52485.98476,76035.42547
VT,psychotic,2018,30258.85815,18496.89132,42020.82498
WA,atrial_fib,2018,41600.40125,29779.31793,53421.48457
WA,asthma,2018,35240.97474,23414.99758,47066.95189
WA,chronic_kidney,2018,37881.11363,26056.94375,49705.28351
WA,pulmonary,2018,34510.69977,22687.94694,46333.45259
WA,depression,2018,36166.9404,24346.58594,47987.29486
WA,diabetes,2018,36550.43836,24734.12249,48366.75424
WA,hyperlip,2018,72354.96242,60512.71641,84197.20844
WA,hypertension,2018,33498.24082,21668.75963,45327.722
WA,ischemia,2018,123505.4961,111637.4477,135373.5445
WA,arthritis,2018,24054.37487,12214.00403,35894.7457
WA,psychotic,2018,59212.98583,47363.83254,71062.13911
WA,stroke,2018,78000.90477,66155.57039,89846.23914
WI,atrial_fib,2018,32062.35363,20291.6077,43833.09957
WI,asthma,2018,30074.24182,18304.72311,41843.76053
WI,chronic_kidney,2018,32771.73733,21004.01534,44539.45932
WI,pulmonary,2018,25813.16445,14048.26006,37578.06885
WI,depression,2018,22930.86936,11166.01598,34695.72274
WI,diabetes,2018,28970.67203,17210.45567,40730.88839
WI,hyperlip,2018,44824.87372,33053.17409,56596.57335
WI,hypertension,2018,28372.93012,16602.74779,40143.11245
WI,ischemia,2018,85786.54235,74015.90073,97557.18396
WI,arthritis,2018,28306.34756,16520.87632,40091.8188
WI,psychotic,2018,43380.54569,31608.68835,55152.40303
WI,stroke,2018,97260.60822,85444.31711,109076.8993
WV,atrial_fib,2018,26019.52806,14267.70744,37771.34869
WV,asthma,2018,20869.24995,9116.516621,32621.98329
WV,chronic_kidney,2018,23972.81117,12222.48202,35723.14033
WV,pulmonary,2018,20856.07684,9108.594551,32603.55914
WV,depression,2018,29744.11748,17993.72016,41494.5148
WV,diabetes,2018,22811.34873,11068.14789,34554.54956
WV,hyperlip,2018,33339.02821,21580.05192,45098.00449
WV,hypertension,2018,23358.30564,11603.77078,35112.84051
WV,ischemia,2018,71549.00344,59789.57822,83308.42866
WV,psychotic,2018,27313.74183,15557.81091,39069.67275
WV,stroke,2018,55374.17191,43586.29487,67162.04895
WY,atrial_fib,2018,29110.73764,17357.94093,40863.53435
WY,chronic_kidney,2018,23755.75011,12000.3407,35511.15953
WY,pulmonary,2018,21204.16408,9451.539312,32956.78884
WY,depression,2018,21277.80744,9526.156012,33029.45886
WY,diabetes,2018,19959.9392,8211.358957,31708.51944
WY,ischemia,2018,105135.8514,93363.73397,116907.9688
AK,atrial_fib,2017,82202.87,82202.87,82202.87
AK,chronic_kidney,2017,55526.67,55526.67,55526.67
AK,pulmonary,2017,47005.51,47005.51,47005.51
AK,depression,2017,28606.45,28606.45,28606.45
AK,diabetes,2017,39967.39,39967.39,39967.39
AK,ischemia,2017,215846.47,215846.47,215846.47
AL,atrial_fib,2017,46822.53,46822.53,46822.53
AL,asthma,2017,28257.61,28257.61,28257.61
AL,chronic_kidney,2017,42591.11,42591.11,42591.11
AL,pulmonary,2017,32907.72,32907.72,32907.72
AL,depression,2017,23276.41,23276.41,23276.41
AL,diabetes,2017,31951.41,31951.41,31951.41
AL,hyperlip,2017,65292.03,65292.03,65292.03
AL,hypertension,2017,32824.24,32824.24,32824.24
AL,ischemia,2017,117394.67,117394.67,117394.67
AL,arthritis,2017,20516.15,20516.15,20516.15
AL,psychotic,2017,26808.97,26808.97,26808.97
AL,stroke,2017,59503.82,59503.82,59503.82
AR,atrial_fib,2017,32151.49,32151.49,32151.49
AR,asthma,2017,18998.68,18998.68,18998.68
AR,chronic_kidney,2017,25334.84,25334.84,25334.84
AR,pulmonary,2017,21835.35,21835.35,21835.35
AR,depression,2017,12886.79,12886.79,12886.79
AR,diabetes,2017,22674.92,22674.92,22674.92
AR,hyperlip,2017,33689,33689,33689
AR,hypertension,2017,18258.6,18258.6,18258.6
AR,ischemia,2017,82556.5,82556.5,82556.5
AR,psychotic,2017,19382.55,19382.55,19382.55
AR,stroke,2017,60759.75,60759.75,60759.75
AZ,atrial_fib,2017,44113.97,44113.97,44113.97
AZ,asthma,2017,34344.17,34344.17,34344.17
AZ,chronic_kidney,2017,38686.5,38686.5,38686.5
AZ,pulmonary,2017,39114.78,39114.78,39114.78
AZ,depression,2017,33130.57,33130.57,33130.57
AZ,diabetes,2017,38939.76,38939.76,38939.76
AZ,hyperlip,2017,54144.79,54144.79,54144.79
AZ,hypertension,2017,30125.59,30125.59,30125.59
AZ,ischemia,2017,115810.26,115810.26,115810.26
AZ,arthritis,2017,22267.49,22267.49,22267.49
AZ,psychotic,2017,21516.87,21516.87,21516.87
AZ,stroke,2017,66366.32,66366.32,66366.32
CA,atrial_fib,2017,74454.3,74454.3,74454.3
CA,asthma,2017,60214.62,60214.62,60214.62
CA,chronic_kidney,2017,66003.33,66003.33,66003.33
CA,pulmonary,2017,59784.32,59784.32,59784.32
CA,depression,2017,58539.84,58539.84,58539.84
CA,diabetes,2017,63897.92,63897.92,63897.92
CA,hyperlip,2017,97251.47,97251.47,97251.47
CA,hypertension,2017,53279.95,53279.95,53279.95
CA,ischemia,2017,170190.43,170190.43,170190.43
CA,arthritis,2017,59758.12,59758.12,59758.12
CA,psychotic,2017,75278.73,75278.73,75278.73
CA,stroke,2017,132974.11,132974.11,132974.11
CO,atrial_fib,2017,49008.27,49008.27,49008.27
CO,asthma,2017,33293.03,33293.03,33293.03
CO,chronic_kidney,2017,46394.7,46394.7,46394.7
CO,pulmonary,2017,40273.13,40273.13,40273.13
CO,depression,2017,41021.84,41021.84,41021.84
CO,diabetes,2017,43123.28,43123.28,43123.28
CO,hyperlip,2017,61600.96,61600.96,61600.96
CO,hypertension,2017,39576.1,39576.1,39576.1
CO,ischemia,2017,135553.76,135553.76,135553.76
CO,arthritis,2017,33025.7,33025.7,33025.7
CO,psychotic,2017,41485.88,41485.88,41485.88
CO,stroke,2017,99871.38,99871.38,99871.38
CT,atrial_fib,2017,32475.14,32475.14,32475.14
CT,asthma,2017,21751.23,21751.23,21751.23
CT,chronic_kidney,2017,25546.72,25546.72,25546.72
CT,pulmonary,2017,22394.67,22394.67,22394.67
CT,depression,2017,26907.03,26907.03,26907.03
CT,diabetes,2017,24715.48,24715.48,24715.48
CT,hyperlip,2017,31889.32,31889.32,31889.32
CT,hypertension,2017,29633.63,29633.63,29633.63
CT,ischemia,2017,63955.63,63955.63,63955.63
CT,arthritis,2017,23307.96,23307.96,23307.96
CT,psychotic,2017,35559.59,35559.59,35559.59
CT,stroke,2017,64884.31,64884.31,64884.31
DE,atrial_fib,2017,36350.45,36350.45,36350.45
DE,asthma,2017,19284.99,19284.99,19284.99
DE,chronic_kidney,2017,26272.2,26272.2,26272.2
DE,pulmonary,2017,21874.81,21874.81,21874.81
DE,depression,2017,28694.63,28694.63,28694.63
DE,diabetes,2017,23289.75,23289.75,23289.75
DE,hyperlip,2017,28112.79,28112.79,28112.79
DE,hypertension,2017,19129.71,19129.71,19129.71
DE,ischemia,2017,85282.19,85282.19,85282.19
DE,arthritis,2017,26659.82,26659.82,26659.82
DE,psychotic,2017,20965.12,20965.12,20965.12
DE,stroke,2017,62456.29,62456.29,62456.29
FL,atrial_fib,2017,60222.16,60222.16,60222.16
FL,asthma,2017,36931.67,36931.67,36931.67
FL,chronic_kidney,2017,46878.99,46878.99,46878.99
FL,pulmonary,2017,39335.49,39335.49,39335.49
FL,depression,2017,35969.65,35969.65,35969.65
FL,diabetes,2017,40263.04,40263.04,40263.04
FL,hyperlip,2017,74617.57,74617.57,74617.57
FL,hypertension,2017,33692.97,33692.97,33692.97
FL,ischemia,2017,126767.05,126767.05,126767.05
FL,arthritis,2017,31106.78,31106.78,31106.78
FL,psychotic,2017,51102.1,51102.1,51102.1
FL,stroke,2017,96287.85,96287.85,96287.85
GA,atrial_fib,2017,37895.57,37895.57,37895.57
GA,asthma,2017,24721.03,24721.03,24721.03
GA,chronic_kidney,2017,33598.83,33598.83,33598.83
GA,pulmonary,2017,28502.02,28502.02,28502.02
GA,depression,2017,25947.92,25947.92,25947.92
GA,diabetes,2017,33031.44,33031.44,33031.44
GA,hyperlip,2017,50389.64,50389.64,50389.64
GA,hypertension,2017,27932.34,27932.34,27932.34
GA,ischemia,2017,101023.99,101023.99,101023.99
GA,arthritis,2017,20173.85,20173.85,20173.85
GA,psychotic,2017,33457.92,33457.92,33457.92
GA,stroke,2017,76536.41,76536.41,76536.41
HI,atrial_fib,2017,34127.72,34127.72,34127.72
HI,asthma,2017,35306.76,35306.76,35306.76
HI,chronic_kidney,2017,34055.7,34055.7,34055.7
HI,pulmonary,2017,34757.39,34757.39,34757.39
HI,depression,2017,15284.41,15284.41,15284.41
HI,diabetes,2017,29356.02,29356.02,29356.02
HI,ischemia,2017,84427.05,84427.05,84427.05
HI,stroke,2017,40533.31,40533.31,40533.31
IA,atrial_fib,2017,33825.77,33825.77,33825.77
IA,asthma,2017,22902.89,22902.89,22902.89
IA,chronic_kidney,2017,31062.42,31062.42,31062.42
IA,pulmonary,2017,21817.79,21817.79,21817.79
IA,depression,2017,18545.11,18545.11,18545.11
IA,diabetes,2017,24022.47,24022.47,24022.47
IA,hyperlip,2017,46512.56,46512.56,46512.56
IA,hypertension,2017,23040.52,23040.52,23040.52
IA,ischemia,2017,75511.79,75511.79,75511.79
IA,arthritis,2017,18149.91,18149.91,18149.91
IA,psychotic,2017,35374.2,35374.2,35374.2
ID,atrial_fib,2017,39973.03,39973.03,39973.03
ID,asthma,2017,19785.95,19785.95,19785.95
ID,chronic_kidney,2017,26052.85,26052.85,26052.85
ID,pulmonary,2017,25073.16,25073.16,25073.16
ID,depression,2017,24115.37,24115.37,24115.37
ID,diabetes,2017,29080.44,29080.44,29080.44
ID,hyperlip,2017,37044.79,37044.79,37044.79
ID,ischemia,2017,87538.35,87538.35,87538.35
ID,stroke,2017,55801.33,55801.33,55801.33
IL,atrial_fib,2017,40968.04,40968.04,40968.04
IL,asthma,2017,29921.99,29921.99,29921.99
IL,chronic_kidney,2017,37919.87,37919.87,37919.87
IL,pulmonary,2017,31184.98,31184.98,31184.98
IL,depression,2017,26393.43,26393.43,26393.43
IL,diabetes,2017,33264.72,33264.72,33264.72
IL,hyperlip,2017,56051.06,56051.06,56051.06
IL,hypertension,2017,26283.53,26283.53,26283.53
IL,ischemia,2017,102628.08,102628.08,102628.08
IL,arthritis,2017,25030.14,25030.14,25030.14
IL,psychotic,2017,34249.63,34249.63,34249.63
IL,stroke,2017,75012.5,75012.5,75012.5
IN,atrial_fib,2017,36617.34,36617.34,36617.34
IN,asthma,2017,23176.07,23176.07,23176.07
IN,chronic_kidney,2017,33983.95,33983.95,33983.95
IN,pulmonary,2017,25258.29,25258.29,25258.29
IN,depression,2017,21990.64,21990.64,21990.64
IN,diabetes,2017,28065.52,28065.52,28065.52
IN,hyperlip,2017,63544.71,63544.71,63544.71
IN,hypertension,2017,26524.36,26524.36,26524.36
IN,ischemia,2017,102321.1,102321.1,102321.1
IN,arthritis,2017,16452.98,16452.98,16452.98
IN,psychotic,2017,29997.75,29997.75,29997.75
IN,stroke,2017,70405.18,70405.18,70405.18
KS,atrial_fib,2017,38973.27,38973.27,38973.27
KS,asthma,2017,30301.73,30301.73,30301.73
KS,chronic_kidney,2017,36629.78,36629.78,36629.78
KS,pulmonary,2017,32970.35,32970.35,32970.35
KS,depression,2017,30996.72,30996.72,30996.72
KS,diabetes,2017,30022.53,30022.53,30022.53
KS,hyperlip,2017,77208.16,77208.16,77208.16
KS,hypertension,2017,29254.76,29254.76,29254.76
KS,ischemia,2017,99278.88,99278.88,99278.88
KS,arthritis,2017,19821.29,19821.29,19821.29
KS,psychotic,2017,41278.2,41278.2,41278.2
KS,stroke,2017,77099.53,77099.53,77099.53
KY,atrial_fib,2017,43114.88,43114.88,43114.88
KY,asthma,2017,20307.8,20307.8,20307.8
KY,chronic_kidney,2017,27928.95,27928.95,27928.95
KY,pulmonary,2017,23518.82,23518.82,23518.82
KY,depression,2017,16397.47,16397.47,16397.47
KY,diabetes,2017,25142.72,25142.72,25142.72
KY,hyperlip,2017,45387.65,45387.65,45387.65
KY,hypertension,2017,22173.51,22173.51,22173.51
KY,ischemia,2017,91978.78,91978.78,91978.78
KY,arthritis,2017,30423.15,30423.15,30423.15
KY,psychotic,2017,27821.64,27821.64,27821.64
KY,stroke,2017,112743.75,112743.75,112743.75
LA,atrial_fib,2017,31956.72,31956.72,31956.72
LA,asthma,2017,24452.23,24452.23,24452.23
LA,chronic_kidney,2017,33871.64,33871.64,33871.64
LA,pulmonary,2017,27003.95,27003.95,27003.95
LA,depression,2017,19582.37,19582.37,19582.37
LA,diabetes,2017,27576.22,27576.22,27576.22
LA,hyperlip,2017,41614.78,41614.78,41614.78
LA,hypertension,2017,23005.16,23005.16,23005.16
LA,ischemia,2017,97661.19,97661.19,97661.19
LA,arthritis,2017,20865.08,20865.08,20865.08
LA,psychotic,2017,27546.24,27546.24,27546.24
LA,stroke,2017,76589.78,76589.78,76589.78
MA,atrial_fib,2017,37872.48,37872.48,37872.48
MA,asthma,2017,21689.65,21689.65,21689.65
MA,chronic_kidney,2017,35212.41,35212.41,35212.41
MA,pulmonary,2017,20667.48,20667.48,20667.48
MA,depression,2017,26373.1,26373.1,26373.1
MA,diabetes,2017,29879.19,29879.19,29879.19
MA,hyperlip,2017,47840.26,47840.26,47840.26
MA,hypertension,2017,23166.68,23166.68,23166.68
MA,ischemia,2017,81977.99,81977.99,81977.99
MA,arthritis,2017,23522.41,23522.41,23522.41
MA,psychotic,2017,36045.52,36045.52,36045.52
MA,stroke,2017,83975.13,83975.13,83975.13
MD,atrial_fib,2017,15719.29,15719.29,15719.29
MD,asthma,2017,9882.14,9882.14,9882.14
MD,chronic_kidney,2017,14101.68,14101.68,14101.68
MD,pulmonary,2017,9864.16,9864.16,9864.16
MD,depression,2017,9039.57,9039.57,9039.57
MD,diabetes,2017,11436.76,11436.76,11436.76
MD,hyperlip,2017,14793.63,14793.63,14793.63
MD,hypertension,2017,10623.07,10623.07,10623.07
MD,ischemia,2017,26563.93,26563.93,26563.93
MD,arthritis,2017,9667.52,9667.52,9667.52
MD,psychotic,2017,16430.59,16430.59,16430.59
MD,stroke,2017,26576.83,26576.83,26576.83
ME,atrial_fib,2017,24889.56,24889.56,24889.56
ME,asthma,2017,12719.13,12719.13,12719.13
ME,chronic_kidney,2017,20656.3,20656.3,20656.3
ME,pulmonary,2017,17867.43,17867.43,17867.43
ME,depression,2017,27662.27,27662.27,27662.27
ME,diabetes,2017,20801.54,20801.54,20801.54
ME,hyperlip,2017,29537.53,29537.53,29537.53
ME,hypertension,2017,16533.61,16533.61,16533.61
ME,ischemia,2017,61530.27,61530.27,61530.27
ME,psychotic,2017,21508.11,21508.11,21508.11
MI,atrial_fib,2017,33750.55,33750.55,33750.55
MI,asthma,2017,20030.76,20030.76,20030.76
MI,chronic_kidney,2017,24487.46,24487.46,24487.46
MI,pulmonary,2017,20707.24,20707.24,20707.24
MI,depression,2017,22104.72,22104.72,22104.72
MI,diabetes,2017,22028.46,22028.46,22028.46
MI,hyperlip,2017,36250.48,36250.48,36250.48
MI,hypertension,2017,21032,21032,21032
MI,ischemia,2017,68756.29,68756.29,68756.29
MI,arthritis,2017,21789.03,21789.03,21789.03
MI,psychotic,2017,21533.05,21533.05,21533.05
MI,stroke,2017,54544.83,54544.83,54544.83
MN,atrial_fib,2017,38831.01,38831.01,38831.01
MN,asthma,2017,20100.49,20100.49,20100.49
MN,chronic_kidney,2017,22698.43,22698.43,22698.43
MN,pulmonary,2017,20324.42,20324.42,20324.42
MN,depression,2017,24593.73,24593.73,24593.73
MN,diabetes,2017,25378.72,25378.72,25378.72
MN,hyperlip,2017,31754.75,31754.75,31754.75
MN,hypertension,2017,19717.64,19717.64,19717.64
MN,ischemia,2017,83548.73,83548.73,83548.73
MN,arthritis,2017,15964.67,15964.67,15964.67
MN,psychotic,2017,35993.12,35993.12,35993.12
MN,stroke,2017,52169.9,52169.9,52169.9
MO,atrial_fib,2017,36086.18,36086.18,36086.18
MO,asthma,2017,23441.23,23441.23,23441.23
MO,chronic_kidney,2017,33188.05,33188.05,33188.05
MO,pulmonary,2017,25729,25729,25729
MO,depression,2017,17779.44,17779.44,17779.44
MO,diabetes,2017,28371.15,28371.15,28371.15
MO,hyperlip,2017,45330.67,45330.67,45330.67
MO,hypertension,2017,28632.2,28632.2,28632.2
MO,ischemia,2017,89027.8,89027.8,89027.8
MO,arthritis,2017,21766.91,21766.91,21766.91
MO,psychotic,2017,34572.09,34572.09,34572.09
MO,stroke,2017,61201.52,61201.52,61201.52
MS,atrial_fib,2017,32006.57,32006.57,32006.57
MS,asthma,2017,19182.65,19182.65,19182.65
MS,chronic_kidney,2017,31188.26,31188.26,31188.26
MS,pulmonary,2017,28466.95,28466.95,28466.95
MS,depression,2017,14514.34,14514.34,14514.34
MS,diabetes,2017,25190.76,25190.76,25190.76
MS,hyperlip,2017,34785.36,34785.36,34785.36
MS,hypertension,2017,23994.32,23994.32,23994.32
MS,ischemia,2017,92289.29,92289.29,92289.29
MS,arthritis,2017,14168.64,14168.64,14168.64
MS,psychotic,2017,20500.39,20500.39,20500.39
MS,stroke,2017,68974.76,68974.76,68974.76
MT,atrial_fib,2017,20346.55,20346.55,20346.55
MT,chronic_kidney,2017,18014.5,18014.5,18014.5
MT,pulmonary,2017,19651.43,19651.43,19651.43
MT,depression,2017,10899.12,10899.12,10899.12
MT,diabetes,2017,20124.53,20124.53,20124.53
MT,hyperlip,2017,29723.74,29723.74,29723.74
MT,ischemia,2017,85511.68,85511.68,85511.68
MT,psychotic,2017,16288.07,16288.07,16288.07
NC,atrial_fib,2017,40199.65,40199.65,40199.65
NC,asthma,2017,19912.97,19912.97,19912.97
NC,chronic_kidney,2017,31610.13,31610.13,31610.13
NC,pulmonary,2017,20516.6,20516.6,20516.6
NC,depression,2017,22952.54,22952.54,22952.54
NC,diabetes,2017,22106.76,22106.76,22106.76
NC,hyperlip,2017,49521.97,49521.97,49521.97
NC,hypertension,2017,22770.8,22770.8,22770.8
NC,ischemia,2017,80271.48,80271.48,80271.48
NC,arthritis,2017,19849.19,19849.19,19849.19
NC,psychotic,2017,30306.67,30306.67,30306.67
NC,stroke,2017,60123.35,60123.35,60123.35
ND,atrial_fib,2017,31666.04,31666.04,31666.04
ND,asthma,2017,18472.57,18472.57,18472.57
ND,chronic_kidney,2017,18211.3,18211.3,18211.3
ND,pulmonary,2017,18639.64,18639.64,18639.64
ND,depression,2017,20730.03,20730.03,20730.03
ND,diabetes,2017,17491.46,17491.46,17491.46
ND,hyperlip,2017,43092.29,43092.29,43092.29
ND,hypertension,2017,14994.26,14994.26,14994.26
ND,ischemia,2017,73848.89,73848.89,73848.89
ND,arthritis,2017,12652.61,12652.61,12652.61
NE,atrial_fib,2017,35174.34,35174.34,35174.34
NE,asthma,2017,26903.61,26903.61,26903.61
NE,chronic_kidney,2017,30204.92,30204.92,30204.92
NE,pulmonary,2017,24788.68,24788.68,24788.68
NE,depression,2017,17691.21,17691.21,17691.21
NE,diabetes,2017,30040.38,30040.38,30040.38
NE,hyperlip,2017,41368.1,41368.1,41368.1
NE,hypertension,2017,19430.56,19430.56,19430.56
NE,ischemia,2017,85629.74,85629.74,85629.74
NE,arthritis,2017,16276.33,16276.33,16276.33
NE,psychotic,2017,26258.62,26258.62,26258.62
NH,atrial_fib,2017,31133.52,31133.52,31133.52
NH,asthma,2017,17185.73,17185.73,17185.73
NH,chronic_kidney,2017,29446.01,29446.01,29446.01
NH,pulmonary,2017,21262.31,21262.31,21262.31
NH,depression,2017,23169.96,23169.96,23169.96
NH,diabetes,2017,23427.09,23427.09,23427.09
NH,hyperlip,2017,51639.76,51639.76,51639.76
NH,hypertension,2017,19155.28,19155.28,19155.28
NH,ischemia,2017,80511.52,80511.52,80511.52
NH,arthritis,2017,16951.46,16951.46,16951.46
NH,psychotic,2017,37322.82,37322.82,37322.82
NJ,atrial_fib,2017,73599.65,73599.65,73599.65
NJ,asthma,2017,48445.82,48445.82,48445.82
NJ,chronic_kidney,2017,63052.67,63052.67,63052.67
NJ,pulmonary,2017,58765.57,58765.57,58765.57
NJ,depression,2017,46680.68,46680.68,46680.68
NJ,diabetes,2017,57427.35,57427.35,57427.35
NJ,hyperlip,2017,46787.98,46787.98,46787.98
NJ,hypertension,2017,43533.22,43533.22,43533.22
NJ,ischemia,2017,107210.58,107210.58,107210.58
NJ,arthritis,2017,39862.99,39862.99,39862.99
NJ,psychotic,2017,76506.26,76506.26,76506.26
NJ,stroke,2017,125876.57,125876.57,125876.57
NM,atrial_fib,2017,36596.17,36596.17,36596.17
NM,asthma,2017,21196.66,21196.66,21196.66
NM,chronic_kidney,2017,27693.46,27693.46,27693.46
NM,pulmonary,2017,34906.22,34906.22,34906.22
NM,depression,2017,22816.29,22816.29,22816.29
NM,diabetes,2017,31372.75,31372.75,31372.75
NM,hyperlip,2017,87263.2,87263.2,87263.2
NM,hypertension,2017,22330.94,22330.94,22330.94
NM,ischemia,2017,103315.96,103315.96,103315.96
NM,arthritis,2017,11979.75,11979.75,11979.75
NV,atrial_fib,2017,74003.84,74003.84,74003.84
NV,asthma,2017,51041.98,51041.98,51041.98
NV,chronic_kidney,2017,57016.64,57016.64,57016.64
NV,pulmonary,2017,52462.59,52462.59,52462.59
NV,depression,2017,51277.04,51277.04,51277.04
NV,diabetes,2017,62936.99,62936.99,62936.99
NV,hyperlip,2017,51253.16,51253.16,51253.16
NV,hypertension,2017,47391.37,47391.37,47391.37
NV,ischemia,2017,189293.94,189293.94,189293.94
NV,arthritis,2017,48493.92,48493.92,48493.92
NV,psychotic,2017,71449.47,71449.47,71449.47
NV,stroke,2017,124936.91,124936.91,124936.91
NY,atrial_fib,2017,55490.03,55490.03,55490.03
NY,asthma,2017,33439.75,33439.75,33439.75
NY,chronic_kidney,2017,43719.65,43719.65,43719.65
NY,pulmonary,2017,34159.53,34159.53,34159.53
NY,depression,2017,33405.33,33405.33,33405.33
NY,diabetes,2017,39493.48,39493.48,39493.48
NY,hyperlip,2017,48919.74,48919.74,48919.74
NY,hypertension,2017,34929.94,34929.94,34929.94
NY,ischemia,2017,93125.86,93125.86,93125.86
NY,arthritis,2017,39267.53,39267.53,39267.53
NY,psychotic,2017,48431.78,48431.78,48431.78
NY,stroke,2017,107012.63,107012.63,107012.63
OH,atrial_fib,2017,39390.34,39390.34,39390.34
OH,asthma,2017,21881.22,21881.22,21881.22
OH,chronic_kidney,2017,29537.04,29537.04,29537.04
OH,pulmonary,2017,24042.4,24042.4,24042.4
OH,depression,2017,22638.14,22638.14,22638.14
OH,diabetes,2017,26860.22,26860.22,26860.22
OH,hyperlip,2017,57378.19,57378.19,57378.19
OH,hypertension,2017,23980.5,23980.5,23980.5
OH,ischemia,2017,97078.98,97078.98,97078.98
OH,arthritis,2017,27267.36,27267.36,27267.36
OH,psychotic,2017,26838.03,26838.03,26838.03
OH,stroke,2017,73063.67,73063.67,73063.67
OK,atrial_fib,2017,37477.83,37477.83,37477.83
OK,asthma,2017,33299.92,33299.92,33299.92
OK,chronic_kidney,2017,37310.71,37310.71,37310.71
OK,pulmonary,2017,26785.76,26785.76,26785.76
OK,depression,2017,26777.52,26777.52,26777.52
OK,diabetes,2017,33180.57,33180.57,33180.57
OK,hyperlip,2017,63510.62,63510.62,63510.62
OK,hypertension,2017,27173.16,27173.16,27173.16
OK,ischemia,2017,103791.82,103791.82,103791.82
OK,arthritis,2017,12011.82,12011.82,12011.82
OK,psychotic,2017,16982.33,16982.33,16982.33
OK,stroke,2017,72767.45,72767.45,72767.45
OR,atrial_fib,2017,26800.5,26800.5,26800.5
OR,asthma,2017,24062.39,24062.39,24062.39
OR,chronic_kidney,2017,29224.36,29224.36,29224.36
OR,pulmonary,2017,24804.76,24804.76,24804.76
OR,depression,2017,25406.27,25406.27,25406.27
OR,diabetes,2017,22949.55,22949.55,22949.55
OR,hyperlip,2017,42009.24,42009.24,42009.24
OR,hypertension,2017,22493.41,22493.41,22493.41
OR,ischemia,2017,83163.21,83163.21,83163.21
OR,psychotic,2017,37744.12,37744.12,37744.12
PA,atrial_fib,2017,52691.31,52691.31,52691.31
PA,asthma,2017,41899.69,41899.69,41899.69
PA,chronic_kidney,2017,50662.35,50662.35,50662.35
PA,pulmonary,2017,38895.19,38895.19,38895.19
PA,depression,2017,42343.87,42343.87,42343.87
PA,diabetes,2017,41023.42,41023.42,41023.42
PA,hyperlip,2017,69371.67,69371.67,69371.67
PA,hypertension,2017,34670.65,34670.65,34670.65
PA,ischemia,2017,124607.93,124607.93,124607.93
PA,arthritis,2017,38765.31,38765.31,38765.31
PA,psychotic,2017,46730.42,46730.42,46730.42
PA,stroke,2017,102704.21,102704.21,102704.21
RI,atrial_fib,2017,28335.9,28335.9,28335.9
RI,asthma,2017,25728.5,25728.5,25728.5
RI,chronic_kidney,2017,21245.15,21245.15,21245.15
RI,pulmonary,2017,18867.64,18867.64,18867.64
RI,depression,2017,21723.47,21723.47,21723.47
RI,diabetes,2017,19428.87,19428.87,19428.87
RI,hyperlip,2017,32435.04,32435.04,32435.04
RI,hypertension,2017,20139.94,20139.94,20139.94
RI,ischemia,2017,63248.35,63248.35,63248.35
RI,arthritis,2017,20163.98,20163.98,20163.98
RI,psychotic,2017,22772.48,22772.48,22772.48
RI,stroke,2017,61311.18,61311.18,61311.18
SC,atrial_fib,2017,56748.87,56748.87,56748.87
SC,asthma,2017,29899.39,29899.39,29899.39
SC,chronic_kidney,2017,34992.15,34992.15,34992.15
SC,pulmonary,2017,29895.22,29895.22,29895.22
SC,depression,2017,33486.24,33486.24,33486.24
