state,condition,year,prev_less_65,prev_age_65_74,prev_age_75_84,prev_above_84,prev_male,prev_female,prev_white,prev_black,prev_hispanic,prev_other,current_cost,last_year_cost
PA,chronic_kidney,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,50662.35,46680.32
PA,pulmonary,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,38895.19,36415.21
PA,depression,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,42343.87,36114.84
PA,diabetes,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,41023.42,38219.64
PA,hyperlip,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,69371.67,59579.89
PA,hypertension,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,34670.65,26809.47
PA,ischemia,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,124607.93,118186.4
PA,arthritis,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,38765.31,31068.37
PA,psychotic,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,46730.42,44730.7
PA,stroke,2017,2856462.0,6791858.0,4600477.0,2838905.0,7473748.0,9959664.0,13231849.0,1194975.0,309205.0,125179.0,102704.21,71307.77
RI,atrial_fib,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,28335.9,20325.2
RI,asthma,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,25728.5,19192.37
RI,chronic_kidney,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,21245.15,20292.36
RI,pulmonary,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,18867.64,19641.45
RI,depression,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,21723.47,21478.02
RI,diabetes,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,19428.87,17457.13
RI,hyperlip,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,32435.04,32200.96
RI,hypertension,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,20139.94,21228.5
RI,ischemia,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,63248.35,70551.78
RI,arthritis,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,20163.98,17925.88
RI,psychotic,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,22772.48,22996.71
RI,stroke,2017,290531.0,551878.0,360573.0,232112.0,604408.0,858946.0,1163324.0,45554.0,88600.0,17316.0,61311.18,61620.2
SC,atrial_fib,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,56748.87,54090.16
SC,asthma,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,29899.39,27731.92
SC,chronic_kidney,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,34992.15,35671.21
SC,pulmonary,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,29895.22,28000.66
SC,depression,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,33486.24,30551.48
SC,diabetes,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,32037.73,29790.42
SC,hyperlip,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,67411.92,62731.67
SC,hypertension,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,27484.5,24628.97
SC,ischemia,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,97843.11,94359.12
SC,arthritis,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,26005.5,26184.27
SC,psychotic,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,33567.57,31185.81
SC,stroke,2017,1031193.0,2969541.0,1882403.0,776669.0,2871087.0,3901728.0,5171526.0,924455.0,30425.0,35861.0,71286.76,72176.66
SD,atrial_fib,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,31100.94,30744.31
SD,asthma,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,22710.15,18814.39
SD,chronic_kidney,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,24905.5,24771.07
SD,pulmonary,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,20753.07,20053.34
SD,depression,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,19320.26,18071.13
SD,diabetes,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,36757.03,23533.97
SD,hyperlip,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,50498.38,59453.0
SD,hypertension,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,20156.21,21406.35
SD,ischemia,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,63631.09,63971.38
SD,psychotic,2017,146874.0,450601.0,311722.0,159612.0,459285.0,633965.0,829779.0,3262.0,3484.0,4202.0,28145.84,23959.58
TN,atrial_fib,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,45889.31,45408.87
TN,asthma,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,28504.65,24142.75
TN,chronic_kidney,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,35785.99,34643.43
TN,pulmonary,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,27422.67,25219.41
TN,depression,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,28010.39,23697.92
TN,diabetes,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,28856.36,27088.63
TN,hyperlip,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,55070.83,51396.68
TN,hypertension,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,26464.21,22097.84
TN,ischemia,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,106069.61,92391.53
TN,arthritis,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,25312.06,33036.64
TN,psychotic,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,31938.05,31221.21
TN,stroke,2017,1784809.0,3985923.0,2568735.0,1133771.0,4067003.0,5584555.0,7429114.0,820007.0,43868.0,36372.0,67069.76,63588.82
TX,atrial_fib,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,48759.14,52464.83
TX,asthma,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,34715.58,37664.5
TX,chronic_kidney,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,45592.97,44864.97
TX,pulmonary,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,38627.68,38075.74
TX,depression,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,45604.31,33719.01
TX,diabetes,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,39677.26,37568.21
TX,hyperlip,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,79293.4,75787.51
TX,hypertension,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,33381.8,31950.43
TX,ischemia,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,120016.52,114847.63
TX,arthritis,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,26112.61,29112.06
TX,psychotic,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,43374.76,37901.93
TX,stroke,2017,3794888.0,10422762.0,7168940.0,3311349.0,10666002.0,14523895.0,17539440.0,2301495.0,3265299.0,91500.0,99728.97,113063.6
UT,atrial_fib,2017,226038.0,843487.0,579017.0,231064.0,849965.0,1099973.0,1541506.0,12470.0,56879.0,11753.0,31414.87,27546.56
UT,chronic_kidney,2017,226038.0,843487.0,579017.0,231064.0,849965.0,1099973.0,1541506.0,12470.0,56879.0,11753.0,27367.19,24531.24
UT,pulmonary,2017,226038.0,843487.0,579017.0,231064.0,849965.0,1099973.0,1541506.0,12470.0,56879.0,11753.0,35908.82,30641.91
UT,depression,2017,226038.0,843487.0,579017.0,231064.0,849965.0,1099973.0,1541506.0,12470.0,56879.0,11753.0,18973.11,22246.33
UT,diabetes,2017,226038.0,843487.0,579017.0,231064.0,849965.0,1099973.0,1541506.0,12470.0,56879.0,11753.0,24807.95,26275.0
UT,hyperlip,2017,226038.0,843487.0,579017.0,231064.0,849965.0,1099973.0,1541506.0,12470.0,56879.0,11753.0,27030.0,29322.79
UT,ischemia,2017,226038.0,843487.0,579017.0,231064.0,849965.0,1099973.0,1541506.0,12470.0,56879.0,11753.0,88940.94,85092.55
UT,stroke,2017,226038.0,843487.0,579017.0,231064.0,849965.0,1099973.0,1541506.0,12470.0,56879.0,11753.0,42905.26,38114.92
VA,atrial_fib,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,44536.12,41153.51
VA,asthma,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,23929.67,21939.8
VA,chronic_kidney,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,31612.45,31117.97
VA,pulmonary,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,23971.36,23832.08
VA,depression,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,24972.33,22907.16
VA,diabetes,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,28624.14,24905.5
VA,hyperlip,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,53428.74,48761.86
VA,hypertension,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,24161.11,21232.43
VA,ischemia,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,94297.42,85166.73
VA,arthritis,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,34168.89,21538.28
VA,psychotic,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,27339.27,26737.63
VA,stroke,2017,1356966.0,4365111.0,3048563.0,1464331.0,4342768.0,6048914.0,7778862.0,1400005.0,123075.0,79010.0,74530.67,54491.11
VT,atrial_fib,2017,154394.0,383395.0,257064.0,129888.0,403639.0,539465.0,728863.0,5642.0,3647.0,11188.0,23731.98,26477.89
VT,asthma,2017,154394.0,383395.0,257064.0,129888.0,403639.0,539465.0,728863.0,5642.0,3647.0,11188.0,15781.42,13148.6
VT,chronic_kidney,2017,154394.0,383395.0,257064.0,129888.0,403639.0,539465.0,728863.0,5642.0,3647.0,11188.0,29146.42,24600.58
VT,pulmonary,2017,154394.0,383395.0,257064.0,129888.0,403639.0,539465.0,728863.0,5642.0,3647.0,11188.0,18378.61,17007.86
VT,depression,2017,154394.0,383395.0,257064.0,129888.0,403639.0,539465.0,728863.0,5642.0,3647.0,11188.0,18678.89,23846.59
VT,diabetes,2017,154394.0,383395.0,257064.0,129888.0,403639.0,539465.0,728863.0,5642.0,3647.0,11188.0,20277.33,22331.93
VT,ischemia,2017,154394.0,383395.0,257064.0,129888.0,403639.0,539465.0,728863.0,5642.0,3647.0,11188.0,55811.48,51957.51
VT,psychotic,2017,154394.0,383395.0,257064.0,129888.0,403639.0,539465.0,728863.0,5642.0,3647.0,11188.0,28896.43,49799.63
WA,atrial_fib,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,38487.42,37117.75
WA,asthma,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,32660.33,27483.27
WA,chronic_kidney,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,34975.84,35471.65
WA,pulmonary,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,31712.03,28932.58
WA,depression,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,33480.21,33081.96
WA,diabetes,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,33946.82,30225.85
WA,hyperlip,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,71702.46,63787.9
WA,hypertension,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,30292.49,22736.81
WA,ischemia,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,118589.73,103410.96
WA,arthritis,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,20754.83,18950.65
WA,psychotic,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,58065.69,37133.62
WA,stroke,2017,958116.0,2881068.0,2009093.0,950525.0,3027380.0,3956164.0,5635934.0,155451.0,161398.0,75566.0,74596.9,80644.34
WI,atrial_fib,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,28514.12,29010.26
WI,asthma,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,27537.22,21939.99
WI,chronic_kidney,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,29916.37,27579.62
WI,pulmonary,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,22671.32,20798.87
WI,depression,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,19403.77,20345.86
WI,diabetes,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,26146.33,24123.43
WI,hyperlip,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,41766.1,42080.13
WI,hypertension,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,25215.34,20614.4
WI,ischemia,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,77348.32,77543.84
WI,arthritis,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,26082.24,23263.26
WI,psychotic,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,41108.45,30031.14
WI,stroke,2017,1099408.0,2540776.0,1660647.0,908290.0,2693483.0,3671899.0,4782360.0,285820.0,88582.0,53427.0,96576.13,96562.92
WV,atrial_fib,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,23979.03,23175.91
WV,asthma,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,19493.55,16962.38
WV,chronic_kidney,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,22323.25,21694.93
WV,pulmonary,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,19340.91,18367.39
WV,depression,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,29133.13,19819.55
WV,diabetes,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,21481.98,19460.14
WV,hyperlip,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,31191.71,29657.66
WV,hypertension,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,21821.09,16279.22
WV,ischemia,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,63720.79,60308.41
WV,psychotic,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,25451.26,19517.04
WV,stroke,2017,595604.0,999329.0,632247.0,285365.0,1074339.0,1489714.0,1939987.0,47693.0,5936.0,5262.0,52270.78,44352.82
WY,atrial_fib,2017,64164.0,223117.0,147967.0,63357.0,218844.0,295664.0,403286.0,1513.0,13729.0,2525.0,27576.62,27501.67
WY,chronic_kidney,2017,64164.0,223117.0,147967.0,63357.0,218844.0,295664.0,403286.0,1513.0,13729.0,2525.0,22250.15,21155.89
WY,pulmonary,2017,64164.0,223117.0,147967.0,63357.0,218844.0,295664.0,403286.0,1513.0,13729.0,2525.0,19894.87,21369.98
WY,depression,2017,64164.0,223117.0,147967.0,63357.0,218844.0,295664.0,403286.0,1513.0,13729.0,2525.0,19907.08,16929.62
WY,diabetes,2017,64164.0,223117.0,147967.0,63357.0,218844.0,295664.0,403286.0,1513.0,13729.0,2525.0,18485.94,18644.8
WY,ischemia,2017,64164.0,223117.0,147967.0,63357.0,218844.0,295664.0,403286.0,1513.0,13729.0,2525.0,101154.8,81948.45
AK,atrial_fib,2016,69624.0,212797.0,117354.0,39639.0,201280.0,263523.0,319835.0,10773.0,6944.0,3675.0,59265.02,50057.12
AK,chronic_kidney,2016,69624.0,212797.0,117354.0,39639.0,201280.0,263523.0,319835.0,10773.0,6944.0,3675.0,46386.0,40402.16
AK,pulmonary,2016,69624.0,212797.0,117354.0,39639.0,201280.0,263523.0,319835.0,10773.0,6944.0,3675.0,49125.55,38562.65
AK,depression,2016,69624.0,212797.0,117354.0,39639.0,201280.0,263523.0,319835.0,10773.0,6944.0,3675.0,40158.35,41321.93
AK,diabetes,2016,69624.0,212797.0,117354.0,39639.0,201280.0,263523.0,319835.0,10773.0,6944.0,3675.0,48561.78,39254.25
AK,ischemia,2016,69624.0,212797.0,117354.0,39639.0,201280.0,263523.0,319835.0,10773.0,6944.0,3675.0,194588.59,152110.6
AL,atrial_fib,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,43217.05,43590.18
AL,asthma,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,26536.47,24833.25
AL,chronic_kidney,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,37872.98,37839.8
AL,pulmonary,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,29144.08,28628.33
AL,depression,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,23492.37,22720.88
AL,diabetes,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,28929.25,27874.65
AL,hyperlip,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,57196.92,59259.62
AL,hypertension,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,24511.04,24119.59
AL,ischemia,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,101126.04,96078.73
AL,arthritis,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,24379.67,38305.32
AL,psychotic,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,33277.74,25930.33
AL,stroke,2016,1453357.0,2990823.0,2055958.0,847350.0,3061731.0,4373723.0,5643195.0,984326.0,34529.0,22358.0,85712.23,33491.29
AR,atrial_fib,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,30628.92,31458.37
AR,asthma,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,18867.38,17060.84
AR,chronic_kidney,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,26239.57,24453.13
AR,pulmonary,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,20656.67,18625.54
AR,depression,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,13277.94,10231.99
AR,diabetes,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,23872.73,19543.63
AR,hyperlip,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,34508.37,38738.24
AR,hypertension,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,18174.92,14089.27
AR,ischemia,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,81935.76,70303.41
AR,psychotic,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,14813.56,15162.2
AR,stroke,2016,701991.0,1466973.0,1067935.0,470260.0,1540064.0,2217675.0,3014468.0,240476.0,21821.0,7717.0,60005.58,55664.3
AZ,atrial_fib,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,42714.1,45678.9
AZ,asthma,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,34986.37,32195.67
AZ,chronic_kidney,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,37566.36,36780.07
AZ,pulmonary,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,35737.41,33209.95
AZ,depression,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,24884.65,32942.65
AZ,diabetes,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,36870.39,31515.19
AZ,hyperlip,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,52748.4,56126.57
AZ,hypertension,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,28781.03,25615.5
AZ,ischemia,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,107431.51,103195.84
AZ,arthritis,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,14792.21,30518.83
AZ,psychotic,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,23905.47,28976.66
AZ,stroke,2016,651448.0,3229886.0,2159173.0,889696.0,3185126.0,3932034.0,5795496.0,138687.0,419973.0,52934.0,59740.0,63042.33
CA,atrial_fib,2016,3978847.0,11223330.0,8199083.0,4486163.0,12164981.0,16364371.0,18904273.0,1458417.0,3825825.0,302029.0,69618.66,68463.13
CA,asthma,2016,3978847.0,11223330.0,8199083.0,4486163.0,12164981.0,16364371.0,18904273.0,1458417.0,3825825.0,302029.0,53125.15,50831.01
CA,chronic_kidney,2016,3978847.0,11223330.0,8199083.0,4486163.0,12164981.0,16364371.0,18904273.0,1458417.0,3825825.0,302029.0,65098.56,59145.64
CA,pulmonary,2016,3978847.0,11223330.0,8199083.0,4486163.0,12164981.0,16364371.0,18904273.0,1458417.0,3825825.0,302029.0,58311.65,54318.12
